,developerCountry,countryCode,userRatingCount,primaryGenreName,downloads,deviceType,hasPrivacyLink,hasTermsOfServiceLink,hasTermsOfServiceLinkRating,isCorporateEmailScore,adSpent,appAge,averageUserRating,appContentBrandSafetyRating,appDescriptionBrandSafetyRating,mfaRating
5141,CANNOT IDENTIFY COUNTRY,GLOBAL,0,Games,1 - 5,GLOBAL,True,,,0.0,,58.5,,,low,low
5142,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Business,,GLOBAL,True,,,99.0,,7.5666666666666655,0.0,,high,low
5143,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,83,Entertainment,10000 - 50000,GLOBAL,True,,,0.0,,65.83333333333333,4.0,,low,low
5144,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Photo & Video,,GLOBAL,True,False,high,,,62.6,0.0,,low,low
5145,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Books & Reference,10 - 50,GLOBAL,True,,,0.0,,31.966666666666665,,,low,low
5146,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Health & Fitness,1000 - 5000,GLOBAL,True,False,high,99.0,,83.63333333333334,0.0,,low,low
5147,HONG KONG,IL,369553,Games,50000000 - 100000000,GLOBAL,True,False,high,0.0,3.293102280882497,88.8,4.0,medium,low,low
5148,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Business,10 - 50,GLOBAL,True,,,0.0,,63.16666666666666,,,low,low
5149,INDIA,GLOBAL,20,Games,1000 - 5000,GLOBAL,,,,0.0,,72.0,3.0,,low,low
5150,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Business,5 - 10,GLOBAL,True,,,0.0,,28.966666666666665,0.0,,low,low
5151,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,12,Games,1000 - 5000,GLOBAL,True,False,high,0.0,,25.1,3.0,,low,low
5152,CANNOT IDENTIFY COUNTRY,GLOBAL,16,Education,,GLOBAL,True,,,99.0,,14.066666666666666,4.0,,low,low
5153,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,144,Games,10000 - 50000,GLOBAL,True,,,0.0,,87.33333333333333,4.0,,low,low
5154,INDONESIA,GLOBAL,64,Entertainment,10000 - 50000,GLOBAL,True,False,high,0.0,,38.56666666666667,3.0,,medium,low
5155,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,6,Photography,500 - 1000,GLOBAL,True,,,0.0,,90.26666666666664,3.0,,low,low
5156,UNITED STATES,GLOBAL,147,Business,,GLOBAL,True,True,low,99.0,,80.03333333333333,3.0,,low,low
5157,CANNOT IDENTIFY COUNTRY,KG,4643641,Games,500000000 - 1000000000,GLOBAL,True,True,low,99.0,1735.5757324899032,129.2,4.0,medium,low,low
5158,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Utilities,,GLOBAL,True,,,,,28.6,0.0,,low,low
5159,UNITED STATES,GLOBAL,39,Tools,1000 - 5000,GLOBAL,True,True,low,99.0,,137.13333333333333,4.0,,low,low
5160,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Personalization,100 - 500,GLOBAL,,,,0.0,,82.53333333333333,0.0,,low,low
5161,CANNOT IDENTIFY COUNTRY,GLOBAL,0,Shopping,10 - 50,GLOBAL,True,,,99.0,,36.06666666666667,,,low,low
5162,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,1,Games,,GLOBAL,True,,,,,45.8,5.0,,low,low
5163,FRANCE,EMEA,56,Games,,tablet,True,False,high,99.0,16.574442243259238,26.4,3.0,,low,low
5164,BULGARIA,RU,719,Tools,100000 - 500000,smartphone,True,,,99.0,1.1462538558030788,77.9,3.0,medium,low,low
5165,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,47,Entertainment,5000 - 10000,GLOBAL,,,,0.0,,124.9,3.0,,low,low
5166,CANNOT IDENTIFY COUNTRY,GLOBAL,0,Food & Drink,500 - 1000,GLOBAL,True,,,99.0,,72.9,5.0,,low,low
5167,BELIZE,GLOBAL,0,Entertainment,,GLOBAL,,,,0.0,,81.96666666666667,0.0,,medium,low
5168,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,1,Business,,GLOBAL,True,,,,,56.43333333333333,0.0,,low,low
5169,HONG KONG,PR,14821,Games,5000000 - 10000000,smartphone,True,False,high,0.0,22.853299848121768,28.766666666666666,4.0,,low,low
5170,UNITED ARAB EMIRATES,AT,246337,Games,10000000 - 50000000,smartphone,True,True,low,99.0,9.689334591105636,64.13333333333334,4.0,medium,medium,low
5171,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Communication,5 - 10,GLOBAL,,,,0.0,,66.63333333333334,,,medium,low
5172,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,News & Magazines,500 - 1000,GLOBAL,True,False,high,99.0,,95.16666666666669,5.0,,low,low
5173,CANNOT IDENTIFY COUNTRY,SE,5804,Entertainment,10000000 - 50000000,smartphone,True,False,high,99.0,0.3124187988894515,21.53333333333333,3.0,,low,low
5174,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Health & Fitness,5 - 10,GLOBAL,True,,,99.0,,22.366666666666667,,,low,low
5175,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,1,Games,,GLOBAL,,,,,,108.1,0.0,,low,low
5176,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,1,Business,,GLOBAL,True,,,,,36.6,5.0,,low,low
5177,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Utilities,,GLOBAL,True,,,,,68.43333333333334,0.0,,low,low
5178,POLAND,SA,8192,Games,,GLOBAL,True,True,low,99.0,164.2912939285691,23.3,4.0,,low,low
5179,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,News & Magazines,10 - 50,GLOBAL,True,,,0.0,,74.86666666666666,0.0,,low,low
5180,ITALY,GLOBAL,11,Games,100 - 500,GLOBAL,True,,,99.0,,48.9,4.0,,medium,low
5181,HONG KONG,GLOBAL,0,Games,500 - 1000,GLOBAL,True,False,high,0.0,24.89544546391369,13.666666666666666,0.0,,low,low
5182,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Entertainment,,GLOBAL,,,,,,124.13333333333334,0.0,,low,low
5183,ISRAEL,EMEA,7735,Games,,smartphone,True,True,low,99.0,330.486926518897,18.33333333333333,4.0,,medium,low
5184,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,42,Communication,1000 - 5000,GLOBAL,True,True,low,99.0,,84.5,4.0,,low,low
5185,SERBIA,YE,286011,Games,10000000 - 50000000,tablet,True,False,high,0.0,0.1581325617623906,50.86666666666667,4.0,,medium,low
5186,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Lifestyle,1000 - 5000,GLOBAL,True,True,low,99.0,,55.9,,,low,low
5187,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Entertainment,10 - 50,GLOBAL,True,,,0.0,,24.7,,,low,low
5188,CHINA,GLOBAL,0,Games,50 - 100,GLOBAL,True,,,0.0,,27.133333333333333,,,high,low
5189,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Business,,GLOBAL,True,,,,,7.2,0.0,,high,low
5190,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,38,Music & Audio,1000 - 5000,GLOBAL,True,,,0.0,,52.93333333333333,4.0,,low,low
5191,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Personalization,0 - 1,GLOBAL,True,,,0.0,,13.9,,,low,low
5192,FRANCE,SG,363,Games,,tablet,True,False,high,99.0,1.2158388409692376,30.9,4.0,,low,low
5193,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Lifestyle,,GLOBAL,True,,,,,32.13333333333333,0.0,,low,low
5194,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Shopping,10 - 50,GLOBAL,True,,,99.0,,27.966666666666665,,,low,low
5195,IRELAND,JP,1381,Games,,smartphone,True,False,high,99.0,72.08453583561213,108.13333333333334,4.0,low,low,low
5196,REPUBLIC OF KOREA,CZ,6959,Games,100000 - 500000,smartphone,True,False,high,99.0,1.994677486001728,15.7,4.0,,low,low
5197,ADDRESS NOT LISTED IN PLAYSTORE,DO,5421,Games,1000000 - 5000000,GLOBAL,True,True,low,99.0,32.496226704280296,5.7333333333333325,4.0,,low,low
5198,INDIA,GLOBAL,60,Entertainment,1000 - 5000,GLOBAL,True,False,high,99.0,,68.2,4.0,,low,low
5199,CANNOT IDENTIFY COUNTRY,GLOBAL,0,Entertainment,,GLOBAL,False,False,high,99.0,,91.56666666666666,0.0,,low,low
5200,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,2,Lifestyle,,GLOBAL,True,,,0.0,,12.533333333333331,5.0,,low,low
5201,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,24,Games,1000 - 5000,GLOBAL,True,,,99.0,,45.56666666666667,2.0,,low,low
5202,RUSSIAN FEDERATION,GLOBAL,0,Travel,,GLOBAL,True,,,99.0,,31.73333333333333,0.0,,high,low
5203,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Food & Drink,1 - 1,GLOBAL,True,,,0.0,,39.633333333333326,0.0,,high,low
5204,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,10,Music & Audio,1000 - 5000,GLOBAL,True,,,0.0,,37.06666666666667,5.0,,low,low
5205,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,1220,Books & Reference,5000 - 10000,GLOBAL,True,,,0.0,,49.0,4.0,,low,low
5206,PAKISTAN,GLOBAL,287,Education,10000 - 50000,GLOBAL,True,,,0.0,,74.2,4.0,low,low,low
5207,CANNOT IDENTIFY COUNTRY,GLOBAL,0,House & Home,10 - 50,GLOBAL,True,,,99.0,,42.96666666666666,,,low,low
5208,UNITED STATES,GLOBAL,386,Games,10000 - 50000,GLOBAL,True,False,high,99.0,,63.6,4.0,,low,low
5209,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,58,Education,500 - 1000,GLOBAL,True,,,0.0,,44.06666666666667,4.0,,low,low
5210,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Social Networking,,GLOBAL,True,,,0.0,,2.966666666666667,0.0,,low,low
5211,UNITED STATES,GLOBAL,11,Lifestyle,500 - 1000,GLOBAL,True,False,high,99.0,,68.4,4.0,,low,low
5212,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Education,1 - 5,GLOBAL,True,,,0.0,,64.4,0.0,,low,low
5213,HONG KONG,BD,19846,Social,10000000 - 50000000,smartphone,True,True,low,99.0,0.7971061899718885,58.9,3.0,,high,low
5214,THAILAND,GLOBAL,0,Tools,10 - 50,GLOBAL,,,,0.0,,68.0,5.0,,low,low
5215,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Finance,5 - 10,GLOBAL,True,,,0.0,,72.56666666666666,0.0,,medium,low
5216,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Social Networking,,GLOBAL,True,,,,,52.93333333333333,0.0,,high,low
5217,CANNOT IDENTIFY COUNTRY,GLOBAL,0,Food & Drink,10 - 50,GLOBAL,True,,,99.0,,56.9,,,low,low
5218,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,570,Health & Fitness,,GLOBAL,True,,,99.0,,85.76666666666665,1.0,,medium,low
5219,UNITED STATES,GLOBAL,785,Medical,50000 - 100000,tablet,True,True,low,99.0,2.797350513265167,53.06666666666667,4.0,,low,low
5220,ADDRESS NOT LISTED IN PLAYSTORE,,7,Games,5000 - 10000,smartphone,True,True,low,99.0,28.45320699977812,1.6,3.0,,medium,low
5221,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Shopping,1000 - 5000,GLOBAL,True,False,high,99.0,,72.4,0.0,,high,low
5222,ADDRESS NOT LISTED IN PLAYSTORE,,569,Music & Audio,10000 - 50000,GLOBAL,True,True,low,0.0,51.916769893836914,49.43333333333333,4.0,,low,low
5223,ADDRESS NOT LISTED IN PLAYSTORE,JM,277,Games,,smartphone,True,False,high,,7.093970760134849,4.366666666666665,3.0,,low,low
5224,NETHERLANDS,GLOBAL,0,Education,10 - 50,GLOBAL,True,,,0.0,,117.76666666666668,0.0,,low,low
5225,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Music & Audio,100 - 500,GLOBAL,True,,,0.0,,83.26666666666665,0.0,,low,low
5226,ADDRESS NOT LISTED IN PLAYSTORE,AU,21646,Games,,tablet,True,True,low,,22.388665660884136,28.966666666666665,4.0,,medium,low
5227,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Education,10 - 50,GLOBAL,True,,,99.0,,27.83333333333333,,,low,low
5228,CANNOT IDENTIFY COUNTRY,GLOBAL,0,Entertainment,500 - 1000,GLOBAL,,,,99.0,,96.86666666666666,5.0,,low,low
5229,MALAYSIA,GLOBAL,0,Books & Reference,5 - 10,GLOBAL,True,,,0.0,,54.0,,,low,low
5230,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Communication,100 - 500,GLOBAL,True,,,0.0,,47.43333333333333,,,low,low
5231,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Health & Fitness,100 - 500,GLOBAL,True,,,0.0,,9.466666666666663,0.0,,high,low
5232,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,1,Photo & Video,,GLOBAL,True,,,,,144.8,5.0,,low,low
5233,REPUBLIC OF KOREA,GLOBAL,5,Finance,100 - 500,GLOBAL,True,,,0.0,,20.6,4.0,,low,low
5234,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,29,Art & Design,1000 - 5000,GLOBAL,True,,,0.0,,85.7,4.0,,low,low
5235,VIET NAM,MX,5287,Games,500000 - 1000000,smartphone,True,False,high,0.0,46.982912716627,34.63333333333333,4.0,,low,low
5236,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Travel & Local,100 - 500,GLOBAL,True,,,0.0,,78.73333333333333,5.0,,low,low
5237,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Shopping,100 - 500,GLOBAL,True,,,0.0,,92.16666666666669,,,low,low
5238,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Travel & Local,1 - 5,GLOBAL,True,,,99.0,,14.9,0.0,,low,low
5239,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Games,0 - 1,GLOBAL,True,,,0.0,,59.43333333333333,,,low,low
5240,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Business,,GLOBAL,True,,,,,39.43333333333333,0.0,,low,low
5241,CANNOT IDENTIFY COUNTRY,KZ,3229,Games,,GLOBAL,True,True,low,99.0,30.051903839363646,3.1,4.0,,low,low
5242,CANNOT IDENTIFY COUNTRY,,395013,Games,10000000 - 50000000,undetermined,True,False,high,99.0,0.4238762823306185,74.03333333333333,4.0,low,low,low
5243,UNITED STATES,US,9,News,,smartphone,True,True,low,99.0,130.77591727393084,88.5,2.0,low,medium,high
5244,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,26,Music & Audio,1000 - 5000,GLOBAL,True,,,0.0,,59.4,4.0,,low,low
5245,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Lifestyle,100 - 500,GLOBAL,True,False,high,99.0,,118.36666666666666,3.0,,low,low
5246,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Business,,GLOBAL,,,,,,92.0,0.0,,low,low
5247,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Entertainment,,GLOBAL,True,False,high,0.0,,34.0,0.0,,high,low
5248,AUSTRALIA,GE,1995270,Games,100000000 - 500000000,GLOBAL,True,False,high,99.0,0.0340292527486688,119.43333333333334,4.0,medium,medium,low
5249,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Personalization,100 - 500,GLOBAL,True,,,0.0,,32.63333333333333,,,low,low
5250,SINGAPORE,RU,2617,Games,,smartphone,True,True,low,99.0,146.03945816852038,17.133333333333333,4.0,,high,low
5251,UNITED STATES,GLOBAL,0,Finance,10 - 50,GLOBAL,,,,99.0,,73.66666666666667,0.0,,low,low
5252,BANGLADESH,GLOBAL,0,Personalization,50 - 100,GLOBAL,True,,,0.0,,100.7,0.0,,low,low
5253,UNITED STATES,GLOBAL,5,Education,1000 - 5000,GLOBAL,True,False,high,99.0,,124.3,3.0,,low,low
5254,ADDRESS NOT LISTED IN PLAYSTORE,SE,6142,Games,,smartphone,True,False,high,,1.618745890616769,69.36666666666666,4.0,low,low,low
5255,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Books & Reference,100 - 500,GLOBAL,True,,,0.0,,36.46666666666666,,,medium,low
5256,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Social,100 - 500,GLOBAL,True,,,0.0,,5.8,0.0,,medium,low
5257,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Medical,1 - 5,GLOBAL,True,,,99.0,,0.9,0.0,,low,low
5258,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,22,Shopping,100 - 500,GLOBAL,True,,,0.0,,59.266666666666666,4.0,,low,low
5259,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Entertainment,1000 - 5000,GLOBAL,True,,,0.0,,15.733333333333333,,,medium,low
5260,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,12,Food & Drink,1000 - 5000,GLOBAL,True,,,99.0,,8.1,3.0,,low,low
5261,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Productivity,100 - 500,GLOBAL,True,True,low,0.0,,4.9,0.0,,low,low
5262,VIET NAM,RU,52,Games,,GLOBAL,True,False,high,0.0,6.742885700403913,2.333333333333333,4.0,,low,low
5263,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Business,50 - 100,GLOBAL,True,,,99.0,,66.46666666666667,,,low,low
5264,CHINA,GLOBAL,1,Entertainment,,GLOBAL,True,,,99.0,,32.86666666666667,1.0,,low,low
5265,REPUBLIC OF KOREA,LATAM,893,Lifestyle,,GLOBAL,True,False,high,99.0,67.75069391153761,119.13333333333334,4.0,medium,low,low
5266,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,191,Maps & Navigation,10000 - 50000,GLOBAL,True,,,0.0,,48.16666666666666,3.0,,low,low
5267,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,24,Personalization,1000 - 5000,GLOBAL,True,True,low,0.0,,42.1,4.0,,low,low
5268,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Utilities,,GLOBAL,True,,,,,42.766666666666666,0.0,,low,low
5269,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,1,Education,,GLOBAL,True,,,99.0,,60.3,0.0,,low,low
5270,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Tools,0 - 1,GLOBAL,,,,0.0,,70.13333333333334,0.0,,low,low
5271,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Food & Drink,100 - 500,GLOBAL,True,,,99.0,,3.3666666666666667,0.0,,low,low
5272,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Music & Audio,5 - 10,GLOBAL,True,False,high,0.0,,1.3666666666666667,0.0,,low,low
5273,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,5,Beauty,1000 - 5000,GLOBAL,True,False,high,0.0,,51.43333333333333,3.0,,low,low
5274,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,7,Personalization,100 - 500,GLOBAL,,,,0.0,,,4.0,,low,low
5275,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,1,Entertainment,,GLOBAL,True,,,,,92.83333333333331,0.0,low,low,low
5276,ADDRESS NOT LISTED IN PLAYSTORE,PL,14322,Games,5000000 - 10000000,smartphone,True,False,high,0.0,0.0823843693730011,20.0,4.0,,low,low
5277,ADDRESS NOT LISTED IN PLAYSTORE,ES,9333,Games,,smartphone,True,False,high,0.0,8.450636600530277,66.86666666666666,4.0,medium,low,low
5278,CANNOT IDENTIFY COUNTRY,GLOBAL,0,Tools,5 - 10,GLOBAL,True,,,0.0,,70.13333333333334,0.0,,low,low
5279,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Lifestyle,10 - 50,GLOBAL,True,True,low,99.0,,21.366666666666667,0.0,,low,low
5280,INDIA,BE,111670,Games,,smartphone,True,False,high,0.0,2.4036517806883424,31.83333333333333,4.0,,medium,low
5281,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,5,Productivity,1000 - 5000,GLOBAL,True,False,high,0.0,,138.96666666666667,3.0,,low,low
5282,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,10,Health & Fitness,,GLOBAL,True,,,0.0,,111.0,1.0,,low,low
5283,CANNOT IDENTIFY COUNTRY,GLOBAL,1,Health & Fitness,,GLOBAL,True,False,high,99.0,,71.03333333333333,5.0,,low,low
5284,SINGAPORE,NL,304144,Productivity,,GLOBAL,True,True,low,99.0,32.79429813750003,114.93333333333334,4.0,medium,low,low
5285,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Education,,GLOBAL,True,,,,,0.7,0.0,,low,low
5286,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,News & Magazines,100 - 500,GLOBAL,True,,,99.0,,101.0,0.0,,low,low
5287,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Utilities,,GLOBAL,True,,,,,11.566666666666666,0.0,,high,low
5288,ICELAND,GLOBAL,141,Personalization,50000 - 100000,smartphone,True,,,0.0,,118.7,3.0,,low,low
5289,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Education,50 - 100,GLOBAL,True,,,0.0,,47.833333333333336,,,low,low
5290,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,12,Games,1000 - 5000,GLOBAL,True,,,0.0,,41.766666666666666,1.0,,low,low
5291,BULGARIA,GLOBAL,73,Weather,100 - 500,GLOBAL,True,,,0.0,,44.3,4.0,,low,low
5292,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Health & Fitness,1000 - 5000,GLOBAL,True,,,0.0,,86.63333333333334,4.0,,low,low
5293,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,19,Food & Drink,100 - 500,GLOBAL,True,,,0.0,,51.8,4.0,,low,low
5294,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Tools,10 - 50,GLOBAL,True,,,99.0,,39.96666666666666,,,low,low
5295,UNITED STATES,LATAM,56,Books & Reference,5000 - 10000,smartphone,True,,,0.0,3.446369684073052,43.266666666666666,4.0,,low,low
5296,ADDRESS NOT LISTED IN PLAYSTORE,TR,13278,Games,1000000 - 5000000,smartphone,True,False,high,0.0,0.8914671628270072,54.6,4.0,low,low,low
5297,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Productivity,1 - 5,GLOBAL,True,,,0.0,,27.1,,,low,low
5298,REPUBLIC OF KOREA,GLOBAL,35,Parenting,1000 - 5000,GLOBAL,True,,,99.0,,82.2,4.0,,low,low
5299,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,777,Education,10000 - 50000,GLOBAL,True,,,99.0,,14.166666666666666,4.0,,low,low
5300,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Business,,GLOBAL,True,,,99.0,,41.23333333333333,0.0,,high,low
5301,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Games,,GLOBAL,True,False,high,,,78.3,0.0,,low,low
5302,ADDRESS NOT LISTED IN PLAYSTORE,CA,24615,Games,,GLOBAL,True,True,low,99.0,50.91138602444969,20.433333333333334,4.0,,medium,low
5303,UNITED STATES,,78,News,,smartphone,True,True,low,99.0,21.20935073500527,147.6,4.0,medium,medium,low
5304,MOROCCO,GLOBAL,0,Business,10 - 50,GLOBAL,True,,,99.0,,63.633333333333326,,,low,low
5305,CANNOT IDENTIFY COUNTRY,GLOBAL,1799,Entertainment,500000 - 1000000,GLOBAL,True,,,0.0,,119.66666666666669,3.0,medium,low,low
5306,CANNOT IDENTIFY COUNTRY,FR,14467,Entertainment,1000000 - 5000000,tablet,True,True,low,99.0,1.5666285288048294,131.73333333333332,4.0,low,low,medium
5307,PORTUGAL,GLOBAL,0,Games,100 - 500,GLOBAL,True,,,0.0,,58.9,,,low,low
5308,CANNOT IDENTIFY COUNTRY,GLOBAL,40,Travel & Local,10000 - 50000,GLOBAL,True,False,high,99.0,,54.333333333333336,4.0,,low,low
5309,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,11,Personalization,1000 - 5000,GLOBAL,True,,,0.0,,53.4,3.0,,low,low
5310,INDIA,GLOBAL,6,Food & Drink,50 - 100,GLOBAL,True,,,99.0,,19.1,5.0,,low,low
5311,SINGAPORE,CA,37979,Games,5000000 - 10000000,GLOBAL,True,False,high,0.0,0.0719739983147055,30.0,4.0,,low,low
5312,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,9,Entertainment,1000 - 5000,GLOBAL,True,,,0.0,,93.2,4.0,,low,low
5313,CHINA,GLOBAL,0,Games,100 - 500,GLOBAL,True,False,high,0.0,,13.833333333333334,0.0,,low,low
5314,SWITZERLAND,GLOBAL,21,Finance,10000 - 50000,GLOBAL,True,True,low,99.0,,108.0,4.0,,low,low
5315,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Games,10000 - 50000,smartphone,True,,,0.0,17.694989629904025,1.7333333333333334,0.0,,low,low
5316,UNITED STATES,GLOBAL,0,Games,500 - 1000,GLOBAL,True,True,low,0.0,,73.43333333333332,0.0,,low,low
5317,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,8,Tools,500 - 1000,GLOBAL,True,,,0.0,,24.8,5.0,,medium,low
5318,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,56,Entertainment,10000 - 50000,GLOBAL,True,,,0.0,,39.06666666666667,3.0,,low,low
5319,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,12,Games,50000 - 100000,GLOBAL,True,,,0.0,,9.966666666666663,3.0,,low,low
5320,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Education,100 - 500,GLOBAL,True,,,0.0,,88.8,4.0,,low,low
5321,CHINA,GLOBAL,0,Games,1 - 5,GLOBAL,True,,,0.0,,93.33333333333331,0.0,,low,low
5322,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Education,100 - 500,GLOBAL,True,True,low,99.0,,84.5,5.0,,low,low
5323,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Finance,,GLOBAL,True,,,,,15.566666666666666,0.0,,low,low
5324,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Shopping,100 - 500,GLOBAL,True,,,0.0,,17.466666666666665,,,low,low
5325,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,512,Shopping,50000 - 100000,GLOBAL,True,,,99.0,,53.06666666666667,4.0,,low,low
5326,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Personalization,1 - 5,GLOBAL,True,,,0.0,,37.833333333333336,,,low,low
5327,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,126,Shopping,5000 - 10000,GLOBAL,True,,,0.0,,104.83333333333331,3.0,,low,low
5328,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,2,Utilities,,GLOBAL,True,False,high,,,107.3,5.0,,low,low
5329,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Lifestyle,100 - 500,GLOBAL,True,,,0.0,,59.333333333333336,,,low,low
